A_MARITL,A_SEX,PEAFEVER,PARENT,PENATVTY,PEFNTVTY,PEHSPNON,PEINUSYR,PEPAR1TYP,PRCITSHP,PRDTRACE,ERN_SRCE,WSAL_VAL,ANN_VAL,A_HGA
7,1,2,0,57,57,2,0,-1,1,1,1,13000,0,40
7,1,2,0,57,57,2,0,-1,1,1,1,84000,0,40
1,1,2,0,57,57,2,0,-1,1,1,1,50000,0,39
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,40
5,2,2,0,140,140,2,16,-1,4,1,1,100000,0,42
1,1,2,0,57,119,2,0,-1,1,1,0,0,0,46
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,46
4,1,1,0,57,57,2,0,-1,1,1,0,0,14400,39
7,1,2,0,57,57,2,0,-1,1,1,2,0,0,41
5,1,1,0,57,57,2,0,-1,1,1,1,26000,0,40
7,1,-1,1,57,57,2,0,1,1,6,0,0,0,0
5,2,2,0,416,416,2,15,-1,4,2,1,26000,0,40
7,1,2,0,57,57,1,0,-1,1,1,1,35000,0,39
7,2,2,0,57,57,1,0,-1,1,1,1,56000,0,39
1,2,2,0,57,57,2,0,-1,1,1,1,79000,0,44
1,1,2,0,57,57,2,0,-1,1,1,1,30000,0,42
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,2,0,57,57,2,0,-1,1,1,2,0,0,40
7,2,2,0,57,57,2,0,-1,1,1,1,8000,0,39
5,2,2,0,57,57,1,0,-1,1,7,1,85000,0,43
7,1,2,0,57,57,1,0,1,1,7,0,0,0,37
7,2,2,0,57,57,2,0,-1,1,16,1,50000,0,43
7,2,2,0,57,57,2,0,-1,1,1,1,7000,0,40
7,2,2,0,57,57,2,0,-1,1,1,0,0,0,40
7,2,2,0,57,57,2,0,-1,1,1,1,12002,0,40
7,2,2,0,57,57,2,0,-1,1,1,1,2500,0,40
7,2,2,0,57,57,2,0,-1,1,1,0,0,0,40
5,2,2,0,57,57,2,0,-1,1,1,1,36000,0,42
7,1,-1,2,57,57,2,0,1,1,1,0,0,0,0
7,2,2,0,57,57,2,0,-1,1,1,1,65104,0,43
1,1,2,0,57,57,2,0,-1,1,1,0,0,0,41
1,2,2,0,57,57,2,0,-1,1,1,1,72000,0,43
1,2,2,0,57,57,2,0,-1,1,1,1,13000,0,39
1,1,2,0,57,57,2,0,-1,1,1,1,65000,0,39
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,1,2,0,57,57,2,0,-1,1,1,1,50000,0,37
1,2,2,0,57,57,2,0,-1,1,1,1,42000,0,39
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,1,2,0,57,57,2,0,-1,1,1,2,0,0,44
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,43
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,1,2,0,57,57,2,0,-1,1,1,1,50000,0,46
1,2,2,0,57,57,2,0,-1,1,1,1,60000,0,43
1,1,2,0,57,57,2,0,-1,1,1,2,0,0,39
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,43
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
5,1,2,0,139,139,2,23,-1,5,1,1,150000,0,39
5,1,1,0,57,57,2,0,-1,1,1,1,24000,5000,40
4,1,2,0,57,57,2,0,-1,1,1,2,0,0,39
1,1,2,0,57,57,2,0,-1,1,1,0,0,0,44
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
1,2,-1,0,57,57,2,0,2,1,1,1,23000,0,37
1,1,2,0,57,57,2,0,-1,1,1,0,0,0,43
4,1,2,0,57,303,1,0,-1,1,1,0,0,0,39
7,1,2,0,57,57,1,0,-1,1,1,0,0,0,37
1,2,2,0,57,57,2,0,-1,1,1,1,40700,0,40
1,1,2,0,57,57,2,0,-1,1,1,1,37000,0,43
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,2,0,57,57,1,0,-1,1,3,0,0,0,39
1,1,2,0,57,57,2,0,-1,1,1,0,0,0,40
1,2,2,0,57,57,2,0,-1,1,1,1,150000,0,44
7,2,2,1,57,57,1,0,1,1,1,0,0,0,37
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,44
1,1,1,0,57,303,1,0,-1,1,1,0,0,0,43
5,2,2,0,57,57,2,0,-1,1,1,1,56000,0,42
7,2,2,2,57,57,2,0,1,1,1,1,1000,0,36
7,1,-1,2,57,57,2,0,1,1,1,0,0,0,34
7,1,2,0,57,57,2,0,-1,1,3,1,49000,0,42
1,1,2,0,57,57,2,0,-1,1,1,1,40000,0,40
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,43
7,1,2,1,57,57,2,0,1,1,1,0,0,0,37
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,2,2,0,57,57,2,0,-1,1,1,1,48000,0,42
1,1,2,0,57,57,2,0,-1,1,1,1,35000,0,39
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,1,2,0,57,57,2,0,-1,1,1,1,1099999,0,43
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,43
7,2,2,0,57,57,2,0,1,1,1,1,6000,0,42
4,2,2,0,57,57,2,0,-1,1,1,0,0,0,43
1,2,2,0,57,57,2,0,-1,1,1,1,64000,0,43
1,1,2,0,57,57,2,0,-1,1,1,1,58000,0,43
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,35
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,2,0,303,57,2,6,-1,3,3,1,1040,0,40
7,2,2,0,57,57,2,0,-1,1,1,0,0,0,40
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,1,0,57,57,2,0,-1,1,1,1,25000,0,40
1,2,2,0,57,57,2,0,-1,1,1,2,0,0,41
1,1,2,0,57,57,2,0,-1,1,1,0,0,0,39
5,1,1,0,57,57,1,0,-1,1,1,1,65000,444,39
7,1,2,3,57,57,1,0,-1,1,1,0,0,0,36
1,1,2,0,57,57,2,0,-1,1,1,1,43000,0,44
1,2,2,0,57,57,2,0,-1,1,1,1,45000,0,43
7,1,2,0,57,57,2,0,-1,1,1,1,40000,0,43
7,1,2,0,57,57,2,0,-1,1,1,1,40000,0,39
5,2,2,0,57,57,2,0,-1,1,1,1,59000,0,39
5,2,2,0,57,57,2,0,-1,1,1,0,0,0,40
1,2,2,0,57,139,2,0,-1,1,1,0,0,0,44
1,1,2,0,57,57,2,0,-1,1,1,1,240000,0,43
1,1,2,0,57,57,2,0,-1,1,1,0,0,0,46
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,43
1,2,2,0,57,57,2,0,-1,1,1,2,0,0,39
1,1,2,0,139,139,2,17,-1,4,1,1,26000,0,40
1,2,2,0,57,57,2,0,-1,1,1,2,0,0,42
1,1,2,0,57,57,2,0,-1,1,1,1,74000,0,43
7,2,2,0,57,57,2,0,1,1,1,0,0,0,39
7,1,2,0,57,57,2,0,1,1,1,0,0,0,38
5,2,2,0,57,57,2,0,-1,1,1,0,0,0,40
7,1,2,0,57,57,2,0,1,1,1,1,20000,0,40
1,1,2,0,57,57,2,0,-1,1,1,1,50000,0,39
1,2,2,0,57,57,2,0,-1,1,1,2,0,0,39
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,41
1,1,2,0,57,57,1,0,-1,1,1,1,65000,0,39
7,1,-1,1,57,57,1,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,1,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,1,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,1,0,1,1,1,0,0,0,0
1,2,2,0,57,57,2,0,-1,1,1,2,0,0,43
1,1,2,0,57,57,2,0,-1,1,1,1,117000,0,40
7,1,2,0,57,57,2,0,-1,1,1,0,0,0,36
5,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
4,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
1,1,2,0,57,57,2,0,-1,1,1,1,140000,0,40
1,2,2,0,57,57,2,0,-1,1,1,1,30000,0,40
7,2,2,0,57,57,2,0,2,1,1,0,0,0,39
7,1,2,0,57,57,2,0,2,1,1,1,70000,0,39
7,1,2,0,57,57,2,0,2,1,1,0,0,0,39
7,2,-1,1,57,57,2,0,1,1,1,1,2400,0,36
5,2,2,0,57,57,2,0,2,1,1,1,32206,0,40
7,1,-1,2,57,57,2,0,1,1,1,0,0,0,35
7,1,-1,2,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,2,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,1,0,2,1,1,0,0,0,0
5,2,2,0,57,57,1,0,-1,1,1,0,0,0,40
7,2,2,0,57,57,1,0,-1,1,1,1,50000,0,41
1,1,2,0,57,57,2,0,-1,1,1,1,48000,0,43
1,2,2,0,57,57,2,0,-1,1,1,1,52000,0,44
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,2,0,57,57,2,0,-1,1,1,1,110000,0,39
1,1,2,0,57,57,2,0,-1,1,1,1,91000,0,40
1,2,2,0,57,57,2,0,-1,1,1,1,104002,0,44
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,2,0,373,57,1,15,-1,3,1,1,49000,0,43
7,2,-1,1,57,57,1,0,1,1,1,0,0,0,0
5,2,2,0,57,57,2,0,-1,1,1,1,35000,0,42
1,2,2,0,57,57,2,0,-1,1,1,1,65000,0,39
1,1,2,0,57,57,2,0,-1,1,1,1,87000,0,44
7,2,2,0,57,57,2,0,1,1,1,0,0,0,40
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,1,2,0,303,303,1,15,-1,4,1,1,35000,0,33
1,2,2,0,303,303,1,22,-1,4,1,0,0,0,33
4,2,2,0,303,303,1,15,-1,5,1,1,25000,0,33
1,1,2,0,57,57,1,0,-1,1,1,1,51000,0,39
1,2,2,0,57,57,2,0,-1,1,3,1,45000,0,39
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,1,0,1,1,1,0,0,0,0
1,2,2,0,303,303,1,14,-1,4,1,1,42000,0,40
1,1,2,0,303,303,1,19,-1,5,1,1,30000,0,35
7,1,-1,1,57,303,1,0,1,1,1,0,0,0,0
7,2,-1,1,57,303,1,0,1,1,1,0,0,0,0
7,2,-1,1,57,303,1,0,1,1,1,0,0,0,0
7,2,-1,1,57,303,1,0,1,1,1,0,0,0,0
7,1,-1,1,57,303,1,0,1,1,1,0,0,0,0
4,2,2,0,303,303,1,7,-1,4,1,1,35000,0,39
7,2,2,0,57,303,1,0,1,1,1,1,2000,0,40
1,1,2,0,303,303,1,14,-1,4,1,1,87000,0,39
1,2,2,0,303,303,1,15,-1,5,1,0,0,0,37
7,2,2,0,57,57,1,0,1,1,1,1,3008,0,39
7,2,2,0,57,57,1,0,1,1,1,0,0,0,39
7,2,-1,1,57,57,1,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,1,0,1,1,1,0,0,0,0
7,1,2,0,303,303,1,25,-1,5,1,0,0,0,39
1,1,2,0,57,303,1,0,1,1,1,1,52000,0,39
1,2,2,0,57,57,1,0,-1,1,1,0,0,0,39
1,1,1,0,57,57,2,0,-1,1,1,1,9000,0,40
1,2,2,0,57,57,2,0,-1,1,1,1,55000,0,43
7,1,-1,1,57,57,2,0,3,1,1,0,0,0,0
5,1,2,0,120,120,2,19,-1,4,1,1,123000,0,44
7,2,-1,3,57,120,2,0,-1,1,1,0,0,0,0
7,2,-1,3,57,120,2,0,-1,1,1,0,0,0,0
1,2,2,0,303,303,1,19,-1,5,1,0,0,0,39
1,1,2,0,57,303,1,0,-1,1,1,2,0,0,39
7,2,-1,1,57,57,1,0,1,1,1,0,0,0,0
1,1,2,0,303,303,1,17,-1,5,1,1,70000,0,39
1,2,2,0,303,303,1,17,-1,5,1,1,6500,0,39
7,2,2,0,303,57,1,18,1,3,1,0,0,0,39
7,1,-1,1,303,57,1,19,1,3,1,0,0,0,35
7,1,-1,1,303,57,1,21,1,3,1,0,0,0,0
7,2,-1,1,303,57,1,23,1,3,1,0,0,0,0
4,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
1,2,2,0,57,57,2,0,-1,1,1,1,32000,0,44
1,1,2,0,57,57,2,0,-1,1,1,1,75000,0,43
3,2,2,0,233,233,2,26,-1,5,4,1,80000,0,43
2,2,-1,0,57,57,1,0,-1,1,1,1,50000,0,40
2,1,-1,0,57,57,2,0,-1,1,4,1,62000,0,40
7,2,-1,1,57,57,1,0,1,1,8,0,0,0,35
1,2,2,0,57,57,1,0,-1,1,1,0,0,0,40
1,1,2,0,57,57,1,0,-1,1,1,0,0,0,39
7,1,2,0,57,57,1,0,1,1,1,0,0,0,37
7,2,2,0,57,57,1,0,1,1,1,1,45000,0,39
7,2,-1,2,57,57,1,0,1,1,1,0,0,0,0
7,2,2,0,57,57,2,0,-1,1,1,1,20000,0,39
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,0,57,57,2,0,-1,1,1,1,17000,0,39
6,2,2,0,57,57,1,0,-1,1,1,1,43680,0,40
5,2,2,0,57,57,2,0,-1,1,1,0,0,0,42
7,1,2,0,57,57,2,0,-1,1,1,0,0,0,36
1,1,-1,0,57,57,2,0,-1,1,1,1,120000,0,43
2,2,2,0,57,57,2,0,-1,1,1,1,40000,0,43
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,1,-1,0,57,57,2,0,-1,1,1,1,110000,0,44
2,2,2,0,57,57,2,0,-1,1,15,0,0,0,44
7,1,-1,1,57,57,2,0,1,1,8,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,8,0,0,0,0
1,1,2,0,57,57,2,0,-1,1,1,0,0,0,40
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,40
1,2,2,0,57,57,2,0,-1,1,1,1,68000,0,44
1,1,1,0,57,57,2,0,-1,1,1,1,63000,0,42
1,2,2,0,57,303,1,0,-1,1,3,1,17000,0,40
1,2,2,0,303,303,1,14,-1,5,3,1,30000,0,39
5,1,1,0,57,57,2,0,-1,1,1,0,0,0,43
5,2,2,0,57,57,2,0,-1,1,1,0,0,0,43
1,2,2,0,57,57,2,0,-1,1,1,1,40000,0,42
1,1,1,0,57,57,2,0,-1,1,1,1,160000,0,41
7,2,2,0,139,57,2,26,1,3,1,1,8000,0,37
3,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
5,1,1,0,57,57,2,0,-1,1,1,0,0,24144,44
1,2,2,0,57,57,2,0,-1,1,1,3,0,10000,44
1,1,2,0,57,57,2,0,-1,1,1,3,0,29000,43
5,2,2,0,57,57,1,0,-1,1,1,1,12520,0,39
7,2,2,0,57,57,1,0,1,1,1,1,2662,0,39
7,1,2,0,57,57,1,0,-1,1,1,1,72000,0,40
4,1,2,0,57,57,1,0,-1,1,1,1,32000,0,39
1,1,1,0,57,57,2,0,-1,1,1,0,0,0,40
1,2,2,0,303,303,1,25,-1,5,1,1,45000,0,45
7,1,2,0,303,303,1,25,1,5,1,1,25000,0,38
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
1,1,2,0,57,57,2,0,-1,1,1,3,0,0,39
1,1,1,0,110,110,2,2,-1,3,1,0,0,0,43
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,43
1,2,2,0,73,73,1,16,-1,2,1,0,0,0,39
1,1,2,0,73,73,1,11,-1,2,1,1,54000,0,39
1,1,2,0,57,57,2,0,-1,1,1,1,100000,0,40
1,2,2,0,57,57,2,0,-1,1,1,1,20000,0,39
7,1,-1,4,57,57,2,0,-1,1,1,0,0,0,0
7,2,2,0,57,57,2,0,-1,1,1,0,0,0,44
1,1,-1,0,57,57,2,0,-1,1,1,1,65000,0,44
2,2,2,0,57,57,2,0,-1,1,1,1,22000,0,44
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,2,0,57,57,2,0,-1,1,1,0,0,75000,43
1,2,2,0,57,57,1,0,-1,1,1,2,0,0,39
1,1,2,0,57,57,2,0,-1,1,1,1,52000,0,39
1,1,1,0,57,57,1,0,-1,1,1,0,0,0,40
1,2,2,0,57,57,1,0,-1,1,1,0,0,0,39
5,2,2,0,57,57,1,0,-1,1,1,1,32000,0,39
1,1,2,0,57,57,2,0,-1,1,1,0,0,15600,44
1,2,2,0,57,57,2,0,-1,1,1,0,0,15600,44
1,1,2,0,57,303,1,0,-1,1,1,2,0,0,40
1,2,2,0,57,57,2,0,-1,1,1,2,0,0,39
7,2,2,0,57,57,1,0,1,1,1,1,6000,0,39
7,2,-1,1,57,57,1,0,1,1,1,0,0,0,34
7,1,2,0,57,303,1,0,-1,1,1,1,32000,0,39
7,2,2,0,57,57,1,0,-1,1,1,0,0,0,40
1,2,2,0,57,57,1,0,-1,1,1,1,48000,0,43
1,1,1,0,57,57,1,0,-1,1,1,1,50000,0,40
7,1,-1,1,57,57,1,0,1,1,1,0,0,0,35
7,2,-1,1,57,57,1,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,1,0,1,1,1,0,0,0,0
7,1,2,0,303,303,1,19,-1,5,1,1,12000,0,39
3,1,2,0,303,303,1,19,-1,5,1,2,0,0,44
7,1,2,0,57,57,2,0,-1,1,1,0,0,0,42
5,2,2,0,303,303,1,7,-1,5,1,0,0,0,33
1,2,2,0,57,57,1,0,1,1,1,0,0,0,38
1,1,2,0,57,57,2,0,-1,1,1,0,0,0,39
7,1,2,0,57,57,1,0,1,1,1,1,69000,0,42
7,1,-1,1,57,57,1,0,1,1,1,0,0,0,0
3,2,2,0,57,57,1,0,-1,1,1,1,225000,0,39
1,2,2,0,57,57,2,0,-1,1,3,1,4000,0,36
1,1,2,0,57,57,2,0,-1,1,3,1,9000,0,36
7,1,2,0,57,57,2,0,1,1,3,0,0,0,38
7,1,2,1,57,57,2,0,1,1,3,0,0,0,38
7,1,-1,1,57,57,2,0,1,1,3,0,0,0,0
7,2,2,0,57,57,2,0,-1,1,3,1,25000,0,39
1,2,2,0,303,303,1,15,-1,4,1,0,0,0,39
1,1,2,0,57,303,1,0,-1,1,1,0,0,0,33
7,1,-1,4,57,57,1,0,-1,1,1,0,0,0,0
7,1,-1,4,57,57,1,0,-1,1,1,0,0,0,0
7,1,-1,4,57,57,1,0,-1,1,1,0,0,0,0
7,2,-1,4,57,57,1,0,-1,1,1,0,0,0,0
7,1,2,0,57,57,1,0,1,1,1,1,7000,0,41
1,2,2,0,303,303,1,15,-1,4,1,0,0,0,39
1,1,2,0,57,57,1,0,-1,1,1,1,30000,0,39
4,1,1,0,57,57,2,0,-1,1,2,0,0,0,39
5,1,2,0,303,303,1,9,-1,5,1,1,12000,0,35
7,1,2,0,57,57,1,0,1,1,1,2,0,0,39
5,2,2,0,57,57,2,0,-1,1,1,1,47000,0,40
5,2,2,0,57,57,1,0,-1,1,1,0,0,0,39
7,1,2,0,57,57,1,0,-1,1,1,0,0,0,39
4,2,2,0,57,57,1,0,-1,1,1,0,0,0,39
7,1,2,0,57,57,1,0,1,1,1,0,0,0,42
1,1,2,0,303,303,1,15,-1,4,1,1,29000,0,34
1,2,2,0,303,303,1,25,-1,5,1,1,25000,0,40
1,1,2,0,57,57,1,0,-1,1,1,1,8200,0,39
1,2,2,0,57,57,2,0,-1,1,1,1,45000,0,39
7,2,2,0,57,57,1,0,-1,1,1,0,0,0,38
7,2,-1,1,57,57,1,0,1,1,8,0,0,0,0
7,2,-1,1,57,57,1,0,1,1,1,0,0,0,0
7,1,2,0,57,57,2,0,-1,1,8,1,25000,0,39
5,1,2,0,57,57,1,0,-1,1,1,0,0,0,39
7,2,2,0,57,57,1,0,-1,1,1,0,0,0,39
7,2,-1,2,57,57,1,0,1,1,1,0,0,0,36
7,1,-1,2,57,57,1,0,1,1,1,0,0,0,0
1,2,2,0,57,57,2,0,-1,1,1,1,31000,0,43
1,1,2,0,57,57,1,0,-1,1,1,1,43000,0,41
7,1,2,0,57,57,1,0,-1,1,1,1,58000,0,40
4,2,2,0,57,57,1,0,-1,1,1,0,0,0,40
1,2,2,0,57,57,1,0,-1,1,1,0,0,0,40
1,1,2,0,57,57,1,0,-1,1,1,1,35000,0,39
7,2,-1,1,57,57,1,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,1,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,1,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,1,0,1,1,1,0,0,0,0
1,1,-1,0,57,57,1,0,-1,1,1,1,60000,0,40
2,2,2,0,313,313,1,20,-1,5,1,0,0,0,39
7,1,-1,1,57,303,1,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,1,0,1,1,1,0,0,0,0
1,2,2,0,303,303,1,6,-1,4,1,0,0,0,35
1,1,2,0,57,57,1,0,-1,1,1,0,0,0,31
7,1,2,0,303,303,1,6,1,4,1,0,0,0,39
5,2,2,0,303,303,1,1,-1,4,1,0,0,0,32
5,1,1,0,57,57,1,0,-1,1,1,1,20000,0,40
4,2,2,0,57,57,1,0,-1,1,1,0,0,0,43
1,1,2,0,57,303,1,0,-1,1,1,1,25000,0,38
1,2,2,0,303,303,1,19,-1,5,1,0,0,0,39
4,1,2,0,303,303,1,2,-1,4,1,0,0,0,33
5,1,2,0,57,303,1,0,-1,1,1,1,30000,0,43
1,1,2,0,303,303,1,11,-1,5,1,1,25000,0,33
1,2,2,0,303,303,1,10,-1,5,1,0,0,0,33
7,2,2,0,57,57,1,0,-1,1,1,1,16250,0,39
7,1,2,0,57,57,1,0,1,1,1,1,31200,0,39
7,1,2,0,57,57,1,0,1,1,1,1,24960,0,39
1,1,2,0,57,57,1,0,-1,1,1,0,0,0,39
1,2,2,0,57,57,1,0,-1,1,1,0,0,0,37
5,2,2,0,57,57,1,0,-1,1,1,0,0,0,40
1,1,1,0,57,57,2,0,-1,1,1,1,118000,0,46
1,2,2,0,57,57,1,0,-1,1,1,0,0,0,39
1,1,2,0,57,303,1,0,-1,1,1,1,22800,0,40
1,2,2,0,57,57,2,0,-1,1,1,1,14000,0,40
1,2,1,0,57,57,1,0,-1,1,1,1,55000,0,40
1,1,1,0,364,364,1,22,-1,4,1,1,126000,0,40
1,2,2,0,303,303,1,17,-1,5,1,1,42000,0,40
1,1,2,0,57,57,1,0,-1,1,1,1,98000,0,40
7,1,-1,1,57,57,1,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,1,0,1,1,1,0,0,0,0
5,1,2,0,57,57,1,0,-1,1,1,1,85000,0,41
7,2,2,0,57,57,1,0,-1,1,1,0,0,0,40
5,2,2,0,57,57,2,0,-1,1,1,0,0,0,42
1,1,1,0,57,57,1,0,-1,1,1,1,48000,0,42
1,2,2,0,57,57,1,0,-1,1,1,1,19200,0,39
3,2,2,0,57,57,2,0,-1,1,2,0,0,0,40
7,2,-1,2,57,57,2,0,1,1,2,0,0,0,0
7,1,-1,2,57,57,2,0,1,1,2,0,0,0,0
5,2,2,0,57,57,2,0,-1,1,1,0,0,0,40
7,1,-1,4,57,57,2,0,-1,1,1,0,0,0,0
7,2,-1,4,57,57,2,0,-1,1,1,0,0,0,0
1,2,2,0,57,57,2,0,-1,1,1,1,24000,0,39
1,1,2,0,57,57,2,0,-1,1,2,1,28371,0,44
1,2,2,0,57,57,1,0,-1,1,1,0,0,0,40
1,1,1,0,57,57,1,0,-1,1,1,1,18000,0,42
7,1,2,0,57,57,1,0,-1,1,1,0,0,0,39
7,1,1,0,57,57,2,0,-1,1,1,1,26000,0,39
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
6,2,2,0,57,57,2,0,-1,1,1,1,30000,0,36
4,1,1,0,57,57,1,0,-1,1,1,0,0,0,39
7,1,2,0,57,57,1,0,-1,1,1,1,1820,0,36
7,1,1,0,57,57,1,0,-1,1,1,1,65000,0,39
5,1,2,0,57,57,2,0,-1,1,2,0,0,0,43
5,2,1,0,57,57,2,0,-1,1,1,1,75600,0,43
7,1,2,0,57,57,2,0,1,1,6,0,0,0,37
7,2,-1,2,57,57,2,0,1,1,6,0,0,0,34
5,2,2,0,57,57,1,0,-1,1,1,0,0,0,40
1,1,1,0,57,57,1,0,-1,1,1,0,0,0,39
1,2,2,0,57,57,1,0,-1,1,1,0,0,0,39
1,1,1,0,57,303,2,0,-1,1,1,1,92000,0,43
1,2,2,0,233,233,2,26,-1,4,4,0,0,0,42
7,2,-1,1,57,57,2,0,1,1,8,0,0,0,0
1,1,2,0,57,57,1,0,-1,1,1,0,0,0,39
1,2,2,0,57,57,1,0,-1,1,1,0,0,0,39
7,2,2,0,57,57,2,0,1,1,1,2,0,0,39
5,2,2,0,57,57,2,0,-1,1,1,0,0,0,40
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,40
1,1,2,0,57,57,2,0,-1,1,1,1,50000,0,40
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
5,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
7,1,2,0,303,303,1,27,1,5,1,1,22000,0,40
4,2,2,0,57,57,1,0,-1,1,1,1,2000,0,40
7,2,2,2,303,303,1,27,1,5,1,0,0,0,35
7,2,2,0,57,57,1,0,-1,1,1,1,27000,0,39
7,2,2,0,57,57,1,0,-1,1,1,1,4200,0,40
1,2,2,0,57,57,1,0,-1,1,1,0,0,0,39
1,1,2,0,57,57,1,0,-1,1,1,0,0,0,39
5,2,2,0,57,57,2,0,-1,1,1,1,65000,0,42
7,1,-1,2,57,57,2,0,1,1,1,0,0,0,34
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,43
1,1,1,0,57,57,2,0,-1,1,1,1,11656,0,39
3,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
4,2,2,0,57,57,1,0,-1,1,1,0,0,0,40
1,1,2,0,57,57,2,0,-1,1,1,1,124000,15000,44
1,2,2,0,449,449,2,3,-1,4,1,1,80000,0,44
5,1,2,0,57,57,2,0,-1,1,1,0,0,0,39
4,2,2,0,57,57,2,0,-1,1,1,0,0,0,44
1,1,2,0,57,57,2,0,-1,1,1,1,46002,0,39
1,2,2,0,301,117,2,25,-1,5,1,1,26000,0,39
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,2,0,57,57,2,0,-1,1,1,1,24004,0,43
1,1,2,0,57,57,2,0,-1,1,1,1,185000,0,45
1,2,2,0,57,57,2,0,-1,1,1,1,43000,0,43
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,1,2,0,57,57,2,0,-1,1,1,1,70000,0,39
1,2,2,0,57,57,2,0,-1,1,1,1,3990,0,34
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,34
5,2,2,0,57,57,2,0,-1,1,1,0,0,0,40
7,1,2,0,57,57,2,0,-1,1,1,1,45000,0,41
7,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
